id,Summary,Status,Type,Owner,Priority,Milestone,Component,Version,Severity,Created,Modified,Parent ID,Points,Reviewer,Reporter,Keywords
20392,Checking version before authentication,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 oct. 2016 14:21:18,4 feb. 2019 10:14:18,,,,bugzilla,"tbb-torbutton, tbb-update"
20393,Something uses catchall circuit,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 oct. 2016 16:32:51,18 oct. 2016 16:32:51,,,,bugzilla,tbb-linkability
20395,Add capability to handle large descriptor files,assigned,defect,metrics-team,Medium,,Metrics/Library,,Normal,18 oct. 2016 20:07:15,18 may. 2018 10:36:05,,,,iwakeh,
20421,Investigate invalid descriptors in out/ and recent/ subdirectories,assigned,defect,metrics-team,Medium,,Metrics/CollecTor,,Normal,21 oct. 2016 09:13:52,22 feb. 2018 14:47:25,#20548,,,karsten,metrics-2018
20452,macOS and BSD don't support readlink -f in bwauth setup.sh,new,defect,,Medium,,Core Tor/Torflow,,Normal,25 oct. 2016 10:54:08,12 dic. 2017 01:17:35,#21846,0.1,,teor,
20455,bwauth cron scripts need to be run in the BwAuthority directory,new,defect,,Medium,,Core Tor/Torflow,,Normal,25 oct. 2016 11:25:39,12 dic. 2017 01:17:35,#20452,0.1,,teor,easy
20462,Make test failures/bugs on Raspberry Pi 3,reopened,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,25 oct. 2016 17:51:34,8 mar. 2019 11:06:50,,,,cypherpunks,"regression, raspbian, test-failure unit-tests"
20466,Replacing python path sometimes breaks bwauths,new,defect,,Medium,,Core Tor/Torflow,,Normal,25 oct. 2016 23:16:50,12 dic. 2017 01:17:35,#21846,,,teor,
20470,Move security slider to about:preferences#security,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,26 oct. 2016 17:49:55,27 oct. 2016 17:16:58,,,,8u9H,
20475,Setting bwscanner min_exits to 1 causes no exits to be selected,new,defect,,Medium,,Core Tor/Torflow,,Normal,27 oct. 2016 00:49:17,12 dic. 2017 01:17:35,#4269,,,teor,
20479,make closing and restart of Tor Browser as good as New Identity,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,27 oct. 2016 16:35:19,14 dic. 2016 04:59:40,,,,adrelanos,
20491,Firefox bug - Bring back Global Private Browsing Mode instead of current fake,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Major,28 oct. 2016 10:30:59,16 feb. 2017 16:56:15,,,,bugzilla,
20504,"When there is only one slice and one scanner, a bwauth runs a second empty slice",new,defect,,Medium,,Core Tor/Torflow,,Normal,31 oct. 2016 04:40:56,12 dic. 2017 01:17:35,#4269,,,teor,
20505,make min_bw configurable in bwauths,new,defect,,Medium,,Core Tor/Torflow,,Normal,31 oct. 2016 05:42:19,12 dic. 2017 01:17:35,,,,teor,
20528,Make sure bridge clients update bridges when options are updated,needs_revision,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,2 nov. 2016 03:07:08,5 jul. 2017 17:26:21,,1,,teor,bridge-client tor-client
20531,rewrite_node_address_for_bridge and networkstatus_set_current_consensus can conflict,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,2 nov. 2016 05:40:27,5 jul. 2017 17:25:48,#22739,1,,teor,"bridge-client, bridge-bypass tor-client tor-pt"
20535,"A 304 ""Not Modified"" should update the time to when we next expect a modification",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,2 nov. 2016 06:44:16,5 jul. 2017 17:24:25,,0.5,,teor,"regression, tor-client tor-directory-protocol retry"
20537,Tor Browser User Manual needs meta section,accepted,defect,Jaruga,Medium,,Community/Tor Browser Manual,,Normal,2 nov. 2016 07:52:33,17 nov. 2018 16:27:57,,,,weasel,
20538,TB manual single page,assigned,defect,t0mmy,Medium,,Community/Tor Browser Manual,,Normal,2 nov. 2016 07:56:21,17 nov. 2018 07:04:33,,,,weasel,
20555,Stream isolation for DNS,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,3 nov. 2016 16:02:56,5 jul. 2017 17:23:46,,,,adrelanos,dns tor-client stream-isolation needs-design
20598,ssl-observatory.dtd spelling error,assigned,defect,legind,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,8 nov. 2016 00:19:35,19 jun. 2018 02:32:53,,,,phoul,
20599,avoid storing user data in the Browser directory,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,8 nov. 2016 01:20:27,8 nov. 2016 01:20:27,,,,mcs,
20600,meek-client-torbrowser should always use TOR_BROWSER_TOR_DATA_DIR,new,defect,dcf,Medium,,Circumvention/meek,,Normal,8 nov. 2016 01:26:49,8 nov. 2016 01:27:09,#20599,,,mcs,
20619,bwauths don't handle NEWCONSENSUS event correctly,needs_review,defect,tom,Medium,,Core Tor/pytorctl,,Normal,9 nov. 2016 15:20:46,10 nov. 2017 12:50:11,#17064,,,teor,
20639,Bundle HTML pages inside Tor Browser,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,12 nov. 2016 06:02:32,14 nov. 2016 09:35:19,,,,arthuredelstein,tbb-usability
20671,Refactor stream cipher API,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 nov. 2016 17:50:08,6 jul. 2017 13:49:30,,2,,chelseakomlo,"refactoring, tor-crypto, api, technical-debt"
20672,Refactor hashing API,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 nov. 2016 18:15:18,6 jul. 2017 13:58:53,,2,,chelseakomlo,"refactoring, tor-crypto, technical-debt api"
20744,add 'media.source.enabled' only where JS is enabled in security settings,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 nov. 2016 20:53:01,1 ago. 2017 18:59:40,,,,i139,"tbb-security-slider, tbb-usability-website"
20769,TB on Windows: Fails to connect to socks proxy,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,25 nov. 2016 20:48:19,5 dic. 2016 16:13:58,,,,mrphs,
20786,Tor Browser crashing and not opening,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,26 nov. 2016 10:00:16,28 nov. 2016 10:26:51,,,,JuiceMann7414,
20788,Orbot don't stop when I tap STOP.,new,defect,n8fr8,Medium,,Applications/Orbot,,Normal,26 nov. 2016 23:23:42,26 nov. 2016 23:23:42,,,,cypherpunks,
20795,Torbrowser crashes if it can't DNS resolve the Socks5Proxy host in torrc,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,27 nov. 2016 08:15:47,16 dic. 2016 15:35:49,,,,gaffer206,tbb-usability
20796,TorFlow's ScanHandler can divide by zero when there are no unmeasured nodes,new,defect,,Medium,,Core Tor/pytorctl,,Normal,27 nov. 2016 08:50:29,12 dic. 2017 01:17:35,#24225,,,teor,
20797,Exclude authorities from bandwidth scanning,new,defect,,Medium,,Core Tor/Torflow,,Normal,27 nov. 2016 10:14:42,12 dic. 2017 01:17:35,,,,teor,
20800,In-browser shortcuts involving Shift don't work.,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,27 nov. 2016 20:13:47,28 nov. 2016 10:24:09,,,,Mqrius,tbb-usability
20807,Youtube video controls are not visible on highest security level in Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 nov. 2016 09:47:15,5 dic. 2016 16:31:37,,,,gk,tbb-usability
20811,Document our recommendations for making Tor Browser the default browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 nov. 2016 16:07:23,28 nov. 2016 16:07:23,,,,arma,
20842,Proposal: Improve Tor Browser font whitelist / bundled fonts,assigned,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,30 nov. 2016 02:52:33,19 mar. 2019 23:25:46,#18097,,,arthuredelstein,"tbb-usability, ux-team"
20843,Tor Browser: How do we help users to use higher security?,new,defect,,Medium,,Applications/Tor Browser,,Normal,30 nov. 2016 04:42:46,18 abr. 2018 04:57:06,,,,arthuredelstein,ux-team
20884,Tor Browser requires D-Bus' /etc/machine-id on Arch Linux,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,4 dic. 2016 13:20:59,5 dic. 2016 02:00:16,,,,robotanarchy,
20888,Ticket property changes are hidden when logged in,new,defect,qbi,Medium,,Internal Services/Service - trac,,Normal,5 dic. 2016 07:58:54,15 dic. 2016 22:54:40,,,,cypherpunks,
20902,Torbutton's New Identity fails under high load,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,6 dic. 2016 15:38:44,6 dic. 2016 15:38:44,,,,gk,tbb-newnym
20904,Tor will not open due to a bug.,needs_information,defect,,Medium,,Applications/Tor Browser,,Normal,6 dic. 2016 20:06:50,6 dic. 2016 20:20:53,,,,SourPatch1,
20919,Extract prop271 state-parsing code into a generic thing,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,7 dic. 2016 18:51:54,6 jul. 2017 14:05:19,#20822,3,,nickm,torrc configuration technical-debt
20955,Tor Browser memory hardening,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,12 dic. 2016 19:38:19,19 ene. 2018 11:42:35,,,,arthuredelstein,tbb-security
20956,optionally do not write command line config to torrc,reopened,defect,nickm,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.0.3-alpha,Normal,12 dic. 2016 20:06:41,21 nov. 2018 14:06:07,,2,,mcs,"tbb-needs, 034-triage-20180328, 034-removed-20180328"
20957,Get DieHarder working with Tor Browser,needs_revision,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,12 dic. 2016 20:26:39,18 sep. 2017 06:47:50,#20955,,,arthuredelstein,tbb-security
20971,Try building Tor Browser with SafeStack,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,14 dic. 2016 19:42:06,18 sep. 2017 06:41:02,,,,arthuredelstein,tbb-security
20978,"shortkey ""n"" doesn't work any longer in Thunderbird",new,defect,sukhbir,Medium,,Applications/TorBirdy,,Normal,15 dic. 2016 08:34:59,26 mar. 2018 20:25:17,,,,toralf,
20986,Gracefully handle build configurations on systems without AsciiDoc,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 dic. 2016 11:57:35,6 jul. 2017 14:15:08,,1,,cypherpunks,"build, asciidoc, resilience, annoyance, autotools"
21003,extend_info_describe should list IPv6 address (if present),needs_revision,defect,teor,Medium,Tor: unspecified,Core Tor/Tor,,Normal,16 dic. 2016 13:35:48,8 mar. 2019 05:39:21,,0.5,,teor,easy intro ipv6 logging fast-fix
21004,"""JavaScript is disabled by default on all non-HTTPS sites"" option shouldn't block JS on hidden services",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,16 dic. 2016 15:57:12,4 nov. 2017 12:51:28,,,,righnaw,tbb-security-slider
21023,Replace custom checks with Autoconf macros,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,18 dic. 2016 10:32:34,6 jul. 2017 14:20:29,,,,cypherpunks,autotools build technical-debt
21034,Per site security settings?,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,19 dic. 2016 20:21:41,3 feb. 2018 15:36:45,#20843,,,arthuredelstein,
21043,Make ClientUseIPv4 and ClientUseIPv6 equivalent to ReachableAddresses,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,20 dic. 2016 20:44:26,6 jul. 2017 14:20:18,,,,teor,"ipv6, tor-client reachableaddresses torrc configuration"
21044,ORPort self reachability test happens also when it shouldn't,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.0.1-alpha,Normal,20 dic. 2016 23:20:38,5 jul. 2018 00:47:24,#24403,3,,s7r,self-test tor-relay reachability
21053,No obvious way to restart Tor after dialog dismissed,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,21 dic. 2016 13:59:07,21 dic. 2016 15:24:35,,,,cypherpunks,
21081,tor --service install -options does not work,new,defect,cypherpunks,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.8.11,Normal,25 dic. 2016 19:37:41,6 jul. 2017 14:19:04,,,,PekaFat,windows ntservice win32 tor-relay
21084,sometimes we call circuit has_opened() more than 2 times on client side,accepted,defect,dgoulet,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.3.0.1-alpha,Normal,26 dic. 2016 12:28:18,6 jul. 2017 14:18:47,,0.5,,s7r,tor-hs needs-insight needs-analysis
21087,Separate truncated descriptor(s) from next complete descriptor,accepted,defect,wulder,Medium,,Metrics/CollecTor,,Normal,26 dic. 2016 19:25:53,10 abr. 2019 09:05:07,,,,atagar,"metrics-help, metrics-2018"
21098,Have to download tor setup everyday and site does not recognize capcha feature,new,defect,,Medium,,Applications,Tor: unspecified,Normal,28 dic. 2016 16:08:51,13 ene. 2017 20:09:52,,,,szat98,
21106,start TBB with the security setting open,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,29 dic. 2016 13:13:27,29 dic. 2016 14:37:25,#20843,,,i139,
21114,Evaluate SGX impact on exploitation,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,30 dic. 2016 21:09:12,2 ene. 2017 09:48:42,,,,cypherpunks,
21117,can't migrate onion services to single-hop onion services,assigned,defect,dgoulet,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.9.8,Normal,31 dic. 2016 17:55:11,9 abr. 2018 12:44:43,,1,,weasel,"tor-hs, single-onion, 034-triage-20180328, 034-removed-20180328"
21125,HTTPS Everywhere compleatly breaks idnes.cz,assigned,defect,legind,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,3 ene. 2017 09:58:11,19 jun. 2018 02:32:53,,,,cypherpunks,httpse-ruleset-bug
21153,Changing the security level does not reload the page anymore,reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,6 ene. 2017 11:10:47,19 ago. 2018 04:05:41,#20843,,,gk,"tbb-security-slider, tbb-usability"
21178,torproject.org submenus and page structures behave inconsistently,assigned,defect,hiro,Medium,WebsiteV3,Webpages/Website,,Normal,9 ene. 2017 21:32:13,13 ene. 2017 20:04:28,,,,lnl,
21197,ORBOT - Apps VPN Mode Broken,new,defect,n8fr8,Medium,,Applications/Orbot,,Normal,11 ene. 2017 15:43:43,11 ene. 2017 15:43:43,,,,tiptoetom@…,
21224,Youtube fullscreen errorr in TBB fullscreen mode on MacOS 10.12,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,13 ene. 2017 22:13:12,6 feb. 2017 08:53:29,,,,exatto,"tbb-usability, tbb-6.5-regression, TorBrowserTeam201702"
21233,There is no warning when resizing the tor browser window from its edges,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,16 ene. 2017 07:39:15,16 ene. 2017 08:50:10,,,,Dbryrtfbcbhgf,"tbb-usability, tbb-fingerprinting-resolution"
21237,Support domain isolation for onion connections too?,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,17 ene. 2017 09:15:51,3 jul. 2018 23:47:47,,,,arma,tor-client isolation needs-design
21273,Proxy settings unecessarily limit guard selection process,new,defect,brade,Medium,,Applications/Tor Launcher,,Normal,20 ene. 2017 14:40:57,24 abr. 2017 00:28:19,,,,pastly,
21297,Hidden service unavailable.,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.9.8,Normal,24 ene. 2017 07:12:39,7 jul. 2017 14:08:54,,,,weasel,tor-hs needs-insight needs-analysis
21306,"Be more helpful in the ""cannot connect to tor control"" error case",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,24 ene. 2017 23:29:12,20 feb. 2017 08:25:41,,,,arma,
21310,Exits should tell clients when they are connecting to an IPv6-only hostname,needs_revision,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.4.7-alpha,Normal,25 ene. 2017 00:27:05,26 jul. 2018 01:17:03,#17811,1,,teor,"ipv6, 034-triage-20180328, 034-removed-20180328"
21311,"Exits should resolve IPv6 addresses, regardless of IPv6Exit",needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,25 ene. 2017 00:49:35,9 abr. 2018 16:15:34,#17811,1,,teor,"ipv6, 031-deferred-20170425, 033-triage-20180320, 033-removed-20180320"
21313,Snow Leopard - Browser close/minimize/expand window buttons shifted up,assigned,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,25 ene. 2017 03:28:22,25 ene. 2017 14:25:43,,,,cartj,
21322,"Change text: ""Change details that distinguish you from other Tor Browser users""",reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,26 ene. 2017 05:38:49,27 ene. 2017 06:16:10,,,,cypherpunks,
21331,Incorrect default  browser window size for  ver6.5 on 1024 x 768 resolution screens.,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,27 ene. 2017 02:26:15,27 ene. 2017 11:36:23,,,,torgurl,tbb-fingerprinting-resolution
21337,golem.de supports https on main site,assigned,defect,legind,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,HTTPS-E 4.0dev14,Minor,27 ene. 2017 18:34:10,19 jun. 2018 02:32:53,,,,cypherpunks,httpse-ruleset-bug
21338,Have client ciphers match Chrome instead of Firefox?,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,27 ene. 2017 21:00:29,7 jul. 2017 14:08:28,,,,nickm,tor-client fingrprinting tls
21339,Prefer Chacha on servers that lack AES hardware support?,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,27 ene. 2017 21:02:36,7 jul. 2017 14:08:09,,,,nickm,tor-relay performance needs-analysis
21341,Screen size not rounding if Windows not at default DPI_TBB 6.5,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 ene. 2017 02:41:02,27 feb. 2017 17:16:00,,,,joebt,"tbb-6.5-regression, tbb-fingerprinting-resolution"
21353,Register with Microsoft to view any Windows Error Reporting reports,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,30 ene. 2017 20:07:53,17 mar. 2017 14:55:17,,,,tom,
21355,Warn when IPv6Exits have no ipv6-policy line in their descriptor,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,30 ene. 2017 23:59:24,7 jul. 2017 14:07:08,,0.5,,teor,ipv6 easy intro log tor-relay tor-dirauth
21358,Tor fails to reconnect after computer resumes from sleep,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.9.8,Normal,31 ene. 2017 13:23:03,12 ene. 2019 00:06:05,,5,,weasel,"sleep, wakeup, power-management, online-detection, tor-client, sponsor8-maybe, 033-triage-20180320, 033-removed-20180320"
21361,Enable browser APIs only allowed in secure contexts for NG HS,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,1 feb. 2017 02:42:04,1 feb. 2017 20:29:25,,,,legind,
21385,Ensure fonts are always loaded in the same order,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,2 feb. 2017 19:40:30,2 feb. 2017 19:41:35,#18097,,,arthuredelstein,
21388,Tor Browser very slow/unresponsive on linux,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,3 feb. 2017 14:21:48,3 feb. 2017 15:17:21,,,,dujaus,
21399,Buttons become white and loose label text,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,5 feb. 2017 21:26:17,5 feb. 2017 21:26:17,,,,Dbryrtfbcbhgf,
21410,Pagewise scrolling up with [Shift]+[Space] not working on some websites,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 feb. 2017 12:08:59,9 ago. 2017 10:58:22,,,,Runawe,tbb-usability
21413,Exits can get the Exit flag without having any ports in their microdescriptor port summary,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,8 feb. 2017 06:29:26,7 jul. 2017 14:39:09,,1,,teor,needs-proposal needs-design tor-dirauth
21417,cannot use search engine,needs_information,defect,suriela,Medium,,Applications/Tor Browser,,Normal,8 feb. 2017 15:34:01,9 feb. 2017 16:20:18,,,,suriela,
21436,fteproxy does not work on Debian stretch / document fteproxy usage on Debian stretch,new,defect,kpdyer,Medium,,Archived/FTE,,Normal,11 feb. 2017 05:51:11,13 sep. 2018 02:48:33,,,,adrelanos,apparmor
21445,"Launching Tor Browser from the .dmg should obviously fail or install correclty, not neither",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,13 feb. 2017 02:13:56,4 oct. 2017 12:55:56,,,,pastly,"tbb-usability, ff52-esr, osx"
21446,"Number of Introduction Points for a (SingleOnion?) HS seems variable, or degrades with time",needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.3.9-alpha,Normal,13 feb. 2017 09:37:40,15 may. 2018 14:27:25,,0.5,,alecmuffett,"tor-hs, 031-deferred-20170425, 034-triage-20180328"
21448,"Identify what build flags we should be using for security, and use them",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,14 feb. 2017 00:59:22,11 sep. 2017 20:46:45,,,,arthuredelstein,tbb-security
21449,Make tor version parsing and version spec consistent,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,14 feb. 2017 01:11:46,7 jul. 2017 14:35:25,,2,,teor,tor-spec version-parse tor-client tor-relay
21455,Inconsistent New Window height on multiple monitors (Windows),new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,14 feb. 2017 20:55:48,20 feb. 2017 08:46:10,,,,pjw0,"tbb-6.5-regression, tbb-fingerprinting-resolution"
21456,Ship own TCP/IP stack with TorBrowser to prevent OS fingerprinting,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,14 feb. 2017 21:11:33,3 mar. 2017 00:34:13,,,,cypherpunks,
21465,"Tor relays fix data directory permissions, but tor clients do not",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 feb. 2017 03:42:51,7 jul. 2017 15:24:58,,0.5,,teor,tor-client tor-relay datadirectory permissions unix
21474,Fix make test-fuzz-corpora warnings,accepted,defect,nickm,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 feb. 2017 15:21:04,7 jul. 2017 15:24:42,,1,,teor,"fuzz, log, warning, bug-warning, technical-debt"
21483,DuckDuckGo Onion should be the default instead of DuckDuckGo,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,16 feb. 2017 12:22:30,21 may. 2019 21:58:01,,,,lolscreen,tor-hs
21497,Fix scan-build warnings: memory accesses,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,18 feb. 2017 03:41:22,18 abr. 2019 01:21:38,#30225,0.5,,teor,clang scan-build technical-debt
21499,client_dns_incr_failures  while passing not hostname but only IP,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.4.7-alpha,Normal,18 feb. 2017 14:10:59,7 jul. 2017 16:13:20,,1,,acceleraTor,"tor-client, ipv6, triaged-out-20170308, annoying dns"
21508,POSIX and Windows may interpret directory document whitespace differently,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,19 feb. 2017 11:03:47,7 jul. 2017 16:09:13,,2,,teor,"parsing, Windows, tor-client consistency"
21511,State.tmp is not erased and it may contain sensitive information,needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,19 feb. 2017 12:31:07,7 jul. 2017 16:08:51,,,,ric_sm,temporary file delection tor-client needs-analysis
21524,private:* contains valid IPv6 addresses,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Minor,22 feb. 2017 07:18:01,7 jul. 2017 16:08:32,#21573,1,,teor,ipv6 exit-policies tor-relay
21525,Bootstrapping authorities sometimes expect a vote valid-after time of 0,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Minor,22 feb. 2017 07:25:17,7 jul. 2017 16:08:13,#21573,1,,teor,"triaged-out-20170308, tor-dirauth needs-investigation"
21528,Tor Browser freezes when I click on button,assigned,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 feb. 2017 09:58:54,27 sep. 2017 11:00:14,,,,Sevemiyen,"tbb-usability-website, noscript"
21542,use Subprocess.jsm to launch tor,new,defect,brade,Medium,,Applications/Tor Launcher,,Normal,23 feb. 2017 17:10:17,8 may. 2018 07:41:43,#10059,,,mcs,"tbb-usability, ff52-esr, TorBrowserTeam201805"
21560,"modelmayhem.com - ""my stuff"" page interface broken",assigned,defect,legind,Medium,,HTTPS Everywhere/HTTPS Everywhere: Chrome,,Major,26 feb. 2017 12:35:51,19 jun. 2018 02:32:53,,,,heyjoe,
21573,Fix tor warnings that chutney is currently ignoring,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,27 feb. 2017 15:55:49,25 oct. 2018 02:40:59,#20647,3,,teor,"034-triage-20180328, 034-removed-20180328"
21582,Stem Jenkins CI only tests against python2,new,defect,weasel,Medium,,Internal Services/Service - jenkins,,Normal,1 mar. 2017 00:06:28,4 mar. 2017 11:16:25,,,,patrickod,
21597,ExitRelay configuration option is confusingly named,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,2 mar. 2017 04:26:25,7 jul. 2017 16:14:35,,,,cypherpunks,tor-relay exitrelay configuration usability
21600,Hidden service introduction point retries occur at 1 second intervals,assigned,defect,asn,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,Tor: 0.2.7.2-alpha,Normal,2 mar. 2017 05:32:37,20 may. 2019 17:33:15,#21446,1,,teor,"tor-hs, single-onion, prop224, 034-triage-20180328, 034-removed-20180328"
21601,media.webaudio.enabled is not a thing anymore -- we should not govern it with our security slider,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,2 mar. 2017 08:26:16,22 ago. 2018 08:39:53,#26407,,,gk,"tbb-torbutton, tbb-security-slider"
21602,HiddenServiceAuthorizeClient failed to work if the user specify multiple hiddensite.,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,2 mar. 2017 09:47:32,7 jul. 2017 16:14:48,,,,cypherpunks,"tor-hs, triaged-out-20170308, hs-auth"
21676,Increase MIN_BW_TO_ADVERTISE_DIRSERVER above RELAY_REQUIRED_MIN_BANDWIDTH,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,8 mar. 2017 00:11:29,25 mar. 2018 02:35:36,,0.2,,teor,"033-triage-20180320, 033-removed-20180320"
21690,"Sta.sh ruleset is enabled but not DeviantArt, causing mixed content warnings",assigned,defect,legind,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,8 mar. 2017 16:45:57,19 jun. 2018 02:32:53,,,,cypherpunks,httpse-ruleset-bug
21697,torflow bwfiles maybe should be updated,new,defect,,Medium,,Core Tor/Torflow,,Normal,9 mar. 2017 22:29:31,12 dic. 2017 01:17:35,,,,tom,
21700,Weeronline.nl partially broken by Cloudfront rule,assigned,defect,legind,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,10 mar. 2017 05:21:26,19 jun. 2018 02:32:53,,,,cypherpunks,httpse-ruleset-bug
21714,Patch tor-browser.git to quantize dimensions when user resizes window,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,12 mar. 2017 00:01:28,12 mar. 2017 00:01:28,,,,arthuredelstein,
21716,Avoid recursive call to routerlist_remove_old_routers via router_rebuild_store,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,12 mar. 2017 19:48:29,9 abr. 2018 12:44:43,,0.5,,anstein,"easy, intro, 034-triage-20180328, 034-removed-20180328"
21717,be more data plan friendly by setting DirCache 0 when possible,needs_information,defect,n8fr8,Medium,,Applications/Orbot,,Normal,12 mar. 2017 19:58:08,13 mar. 2017 07:58:41,,,,anstein,
21763,Improve Cookie settings,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,17 mar. 2017 02:10:19,19 mar. 2017 08:06:55,,,,cypherpunks,
21780,macOS Sierra Finder complains that 'tor' isn't signed,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,20 mar. 2017 13:26:27,28 mar. 2017 14:45:56,,,,teor,
